track_name,track_artist,track_id,user_id,playlist_id,genres,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,danceability_binary
Shattered Dreams - Remastered 2008,Johnny Hates Jazz,5KXKhCfPNS4342ly8tTf6w,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['new romantic', 'new wave pop', 'sophisti-pop', 'synthpop']",0.655,0.72,A#,-9.423,0.0312,0.0318,4.71e-05,0.25,0.745,121.311,1
West End Girls,Pet Shop Boys,5Dqik1P9toCJTLj5rEm78s,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",0.627,0.905,E,-9.921,0.037,0.0331,0.0199,0.255,0.644,113.247,1
The Look Of Love,Dusty Springfield,3xdKv659byyZjtr1NZjC5s,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['adult standards', 'british invasion', 'soul', 'vocal jazz']",0.688,0.225,C#,-16.074,0.0306,0.637,1.49e-05,0.0935,0.286,96.936,1
The Whole of the Moon - 2004 Remaster,The Waterboys,15mZo1Kah03g8CTLbSsWrr,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['celtic rock', 'irish rock', 'scottish new wave', 'scottish rock']",0.606,0.794,C,-7.168,0.0291,0.119,7.16e-06,0.125,0.584,105.813,1
Thinking of You - 1995 Remaster,Sister Sledge,7mimnm2QlSzW3J38FRMETP,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['disco', 'funk', 'philly soul', 'quiet storm', 'soul']",0.661,0.846,F,-8.869,0.0467,0.129,5.17e-06,0.0355,0.911,101.068,1
The Logical Song - Remastered 2010,Supertramp,6mHOcVtsHLMuesJkswc0GZ,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",0.625,0.758,F,-6.213,0.0463,0.512,0.00022,0.153,0.695,119.719,1
Breakfast In America - 2010 Remastered,Supertramp,4a5pNRjwmzYQuEY1E7O6pj,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",0.532,0.663,C,-5.886,0.0292,0.425,1.07e-06,0.0734,0.756,75.14,0
DR. Fonk,Dabeull,4W7ufKYw8AUdwoJV7CvMRg,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,['synth funk'],0.864,0.67,C,-6.096,0.119,0.331,0.00153,0.0989,0.725,110.996,1
Day & Night,Dabeull,09iktHjNiTzCX6YT5XKScx,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,['synth funk'],0.86,0.569,G,-7.221,0.0828,0.0413,0.34,0.0857,0.36,109.078,1
Fantasy,"Earth, Wind & Fire",2GH5jo15wbTv1Ll7zXEzSg,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['disco', 'funk', 'jazz funk', 'soul']",0.608,0.745,E,-8.772,0.0857,0.323,0.00428,0.135,0.614,88.941,1
Smooth Operator - Single Version,Sade,1Hv1VTm8zeOeybub15mA2R,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['british soul', 'sophisti-pop']",0.734,0.58,A,-6.619,0.0321,0.238,0.0006,0.0298,0.962,119.336,1
Estrelar,Marcos Valle,2koS4fD3kzizdnzWzyrxyT,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['bossa nova', 'brazilian boogie']",0.879,0.495,G,-10.584,0.0765,0.538,0.000333,0.0827,0.802,102.652,1
Rapper's Delight - Single Version,The Sugarhill Gang,0tm6gsXe0LSm9zeSspyMQu,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['east coast hip hop', 'funk', 'new jersey rap', 'old school hip hop']",0.917,0.692,D,-11.665,0.244,0.185,1.09e-05,0.0686,0.819,111.782,1
I'm Not In Love,10cc,5HQEmiV2lKnSO6qa2fsR7x,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'new romantic', 'soft rock', 'yacht rock']",0.404,0.523,E,-15.7,0.0575,0.685,0.000498,0.282,0.164,133.738,0
Sharing Your Love,Change,5gJ39vHIY11namXKaz780d,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['disco', 'funk', 'minneapolis sound', 'post-disco']",0.604,0.499,A,-11.641,0.0759,0.721,0.00495,0.106,0.755,79.381,1
What You Won't Do for Love,Bobby Caldwell,6Dk5fHTvH897XrVzCO64Mx,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,['yacht rock'],0.642,0.396,F#,-16.843,0.0642,0.462,0.000823,0.106,0.797,84.082,1
You Don't Have To Change,Kool & The Gang,3fOTE7xglLPn15SrPj7kxq,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['disco', 'funk', 'motown', 'soft rock', 'soul']",0.491,0.338,D,-16.102,0.0519,0.571,0.0599,0.248,0.167,79.582,0
You've Got Me Hung Up,King Tutt,3CUQQYGWgt42NAv1XkBlpD,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,['bmore'],0.715,0.725,A,-9.567,0.0697,0.193,0.00101,0.279,0.892,133.052,1
Break Down For Love,Tavares,3tbNC1pXuiEJMSK7co6II1,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['disco', 'motown', 'quiet storm']",0.765,0.708,C,-7.252,0.112,0.134,0.0,0.179,0.77,104.168,1
Ain't Nothing I Can Do,Tyrone Davis,73WzLIrs4TjXpxTqZ7ygPS,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['chicago soul', 'southern soul']",0.68,0.351,A#,-12.92,0.0514,0.152,0.0,0.0827,0.697,135.742,1
Without You,Lucy Pearl,1eJaG94qemD6iQ1x7E0qL4,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['contemporary r&b', 'neo soul', 'new jack swing']",0.74,0.648,G,-4.51,0.163,0.246,0.0,0.655,0.705,88.843,1
Never Too Much,Luther Vandross,3nFJbZCHP4d9vduKjJLdBL,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['quiet storm', 'soul']",0.734,0.586,D,-11.866,0.129,0.125,0.0,0.0367,0.762,109.933,1
Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix,Crystal Waters,1SShxVVBeZBCY7WddnksPz,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,['diva house'],0.484,0.641,F,-12.612,0.0377,0.000779,0.278,0.0738,0.181,119.981,0
Pump Up The Jam,Technotronic,21qnJAMtzC6S5SESuqQLEK,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['eurodance', 'hip house', 'new beat', 'synthpop']",0.885,0.844,A#,-9.225,0.0733,0.0147,4.49e-06,0.0494,0.715,124.602,1
Sister Bessie,Air,7C7ZkKUE1gmLgAGdEoIUks,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,No Genre,0.429,0.505,G,-10.517,0.0895,0.472,6.46e-05,0.123,0.545,87.932,0
Too Hot,Kool & The Gang,0jNTJSaktLVy8iAi7KY2zB,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['disco', 'funk', 'motown', 'soft rock', 'soul']",0.717,0.253,G,-22.231,0.161,0.56,2.85e-05,0.0556,0.737,105.289,1
What a Fool Believes,Aretha Franklin,0noO8i5ufVZwJHpuAPK475,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['classic soul', 'jazz blues', 'memphis soul', 'neo soul', 'soul', 'southern soul', 'vocal jazz']",0.687,0.797,E,-4.885,0.152,0.573,0.000212,0.165,0.833,124.668,1
I.G.Y.,Donald Fagen,6bzwsAtj4TqaBysLDrGiO3,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['sophisti-pop', 'yacht rock']",0.834,0.559,G#,-9.366,0.0603,0.614,0.00434,0.0839,0.874,119.422,1
Don't Cha Know He's Alright,The Far Out Monster Disco Orchestra,4vQDOZmgLnnbXWrYj6fr9f,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,No Genre,0.793,0.732,B,-6.419,0.0327,0.0619,0.0561,0.168,0.98,119.013,1
Save a Prayer - 2009 Remaster,Duran Duran,1ff8lsrJ2kuZuofMw81EQo,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",0.572,0.706,A,-8.707,0.0283,0.35,0.0,0.159,0.671,113.595,0
Girls on Film - 2010 Remaster,Duran Duran,4EFkvOhgAmlHEfDfvfSoh5,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",0.725,0.859,G,-6.208,0.0636,0.0173,0.0137,0.048,0.53,131.697,1
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,2tUBqZG2AbRi7Q0BIrVrEj,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['dance pop', 'pop']",0.709,0.824,C#,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818,1
I Have Nothing,Whitney Houston,31er9IGsfFbwqy1pH4aiTP,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['dance pop', 'pop']",0.541,0.401,C,-10.499,0.0365,0.576,0.0,0.164,0.24,152.943,0
Reelin' In The Years,Steely Dan,1x1XQqhBViz4opcpwc7FVs,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['album rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0.494,0.54,D,-17.34,0.0348,0.154,0.0,0.0878,0.723,134.976,0
Do It Again,Steely Dan,2LXISHBkx8FyoxCBkckh19,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['album rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0.655,0.431,D,-15.18,0.032,0.343,9.5e-06,0.0711,0.941,124.588,1
You Really Got Me,The Kinks,29SyMC0plk6qw8NMF7lfRL,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",0.573,0.939,G#,-6.441,0.0808,0.493,0.0,0.0994,0.963,137.382,0
Sitting in My Hotel,The Kinks,3xPuyU4N4KLty2SWSlK4DR,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",0.38,0.259,F,-13.128,0.0402,0.882,0.00991,0.113,0.27,145.871,0
Souvenir - Remastered 2003,Orchestral Manoeuvres In The Dark,4i4QN9Zs5s7OZRRLIYHMmP,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",0.741,0.742,C#,-7.557,0.0306,0.497,0.885,0.0863,0.845,102.8,1
Look At Me (I'm In Love),The Moments,7Ez2IguXq5ynN7Wcot8TnO,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",0.44,0.395,C,-11.195,0.036,0.605,0.000184,0.0879,0.344,143.414,0
"For the Love of You, Pts. 1 & 2",The Isley Brothers,7teF2kwC3GL00mQfwtxzo9,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",0.686,0.374,B,-11.029,0.0439,0.665,1.91e-05,0.101,0.693,102.879,1
Shame,"Evelyn ""Champagne"" King",2lKRE5CbFx6J4w1ZGsfqVp,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['classic soul', 'disco', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",0.72,0.866,B,-6.131,0.0543,0.0332,0.125,0.107,0.78,134.413,1
Brazilica,Ramsey Lewis,6e91BA0ePTlM5OAtw1GwBM,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['instrumental soul', 'jazz funk', 'jazz piano', 'smooth jazz', 'soul jazz']",0.707,0.738,A,-9.045,0.0499,0.0664,0.445,0.0718,0.965,152.914,1
Can't Hide Love,"Earth, Wind & Fire",59RqhSaYTyxG0dHx05jZks,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['disco', 'funk', 'jazz funk', 'soul']",0.534,0.415,A#,-11.398,0.0345,0.555,0.108,0.128,0.421,78.333,0
If You Leave Me Now,Chicago,0KMGxYKeUzK9wc5DZCt3HT,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0.434,0.563,B,-6.784,0.0268,0.0197,0.000824,0.128,0.275,104.183,0
The Secret Garden (Sweet Seduction Suite),Quincy Jones,3PZW66625MiyEmZaat7tce,anaserrogomes,3DS4fGt6QTsHOwD59JMPq3,['soul jazz'],0.566,0.437,A#,-9.705,0.0341,0.929,0.000459,0.138,0.341,127.922,0
Disco Yes,Tom Misch,61Ivix5DTnDPVjp1dgLyov,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['indie soul', 'jazz pop']",0.927,0.551,A,-6.624,0.0921,0.42,0.0346,0.298,0.665,123.042,1
When We Get By,D'Angelo,1DNkxLaGqAIU43kHQkunoE,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['indie soul', 'neo soul', 'soul']",0.763,0.407,B,-11.514,0.0342,0.103,0.418,0.0532,0.703,108.894,1
Got To Keep On,The Chemical Brothers,4vh6Rn6FVG4w79JmlZ5p7d,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['alternative dance', 'big beat', 'breakbeat', 'electronica', 'rave', 'trip hop']",0.721,0.867,F#,-6.209,0.0528,0.048,0.125,0.0828,0.917,125.005,1
Amiga Da Minha Mulher,Seu Jorge,4t4oqMSwwmpHzQIu1aok1z,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['mpb', 'samba-rock']",0.788,0.916,A,-5.152,0.121,0.714,0.0,0.0867,0.829,104.015,1
It Runs Through Me,Tom Misch,02CygBCQOIyEuhNZqHHcNx,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['indie soul', 'jazz pop']",0.802,0.607,B,-11.028,0.289,0.205,0.000748,0.246,0.274,96.916,1
Sultans Of Swing,Dire Straits,37Tmv4NnfQeb0ZgUC4fOJj,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['album rock', 'classic rock', 'mellow gold', 'rock']",0.733,0.794,F,-10.023,0.0307,0.0614,0.0367,0.33,0.931,148.174,1
Under Pressure - Remastered 2011,Queen,2fuCquhmrzHpu5xcA1ci9x,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['classic rock', 'glam rock', 'rock']",0.671,0.712,D,-7.815,0.0476,0.429,0.0,0.103,0.462,113.805,1
Twist And Shout - Remastered 2009,The Beatles,5ZBeML7Lf3FMEVviTyvi8l,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.482,0.849,D,-9.198,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,0
She Loves You - Mono / Remastered,The Beatles,6nEkxYIEnrbYH7h1hJ8Xn6,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.377,0.916,E,-3.199,0.0481,0.26,0.0,0.074,0.912,75.533,0
Feel Good Inc.,Gorillaz,0d28khcov6AiegSCpG5TuT,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['alternative hip hop', 'modern rock', 'rock']",0.818,0.705,F#,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,1
Cosmic Girl - Remastered,Jamiroquai,6y0Etr2KJr0sdcEp7ajoUK,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,['dance pop'],0.633,0.921,B,-7.719,0.0495,0.0261,0.00102,0.309,0.925,119.865,1
Virtual Insanity - Remastered,Jamiroquai,47W6YR93MPCGLEUReLMyDm,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,['dance pop'],0.662,0.949,F#,-4.758,0.108,0.128,0.0,0.135,0.516,91.954,1
"Tou na Moda (feat. BISPO, Capitão Fausto, El Salvador, Ganso, Modernos, Rapaz Ego, Reis da República & Zarco)",Conjunto Cuca Monga,5dl1exyi4P9KORDUkcP1JZ,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['portuguese indie', 'portuguese rock']",0.781,0.706,G#,-9.022,0.0535,0.147,9.35e-05,0.0918,0.922,109.997,1
Teresa,Capitão Fausto,7MJnmh4f45CoewLnPKiDI4,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['portuguese indie', 'portuguese indie rock', 'portuguese rock']",0.525,0.734,D,-7.01,0.0331,0.121,6.2e-05,0.274,0.905,161.904,0
That's Life,Frank Sinatra,4FmCUATNIarCQh72JYdvnm,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['adult standards', 'easy listening', 'lounge']",0.56,0.434,E,-14.151,0.0729,0.55,0.0,0.346,0.664,112.803,0
Roses - Imanbek Remix,SAINt JHN,24Yi9hE78yPEbZ4kxyoXAI,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['melodic rap', 'slap house']",0.77,0.724,G#,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,1
Every Single Thing,HOMESHAKE,7yZTPEXSUqWw7sEYKKDv2N,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['indie garage rock', 'montreal indie', 'quebec indie']",0.816,0.255,F#,-10.016,0.0416,0.774,0.00684,0.114,0.323,89.922,1
A Piper For Janet,Cosmo Pyke,7hGlI6hbIMilmP4szdfRqa,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,['uk contemporary r&b'],0.687,0.426,F#,-7.588,0.0431,0.206,1.66e-05,0.234,0.484,150.089,1
Angel Of The Morning,Juice Newton,6NVB6W7G3svCKe5zB7kY8q,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['classic country pop', 'country dawn', 'soft rock']",0.456,0.233,G#,-12.634,0.0255,0.433,6.42e-05,0.0538,0.424,75.174,0
Really Love,D'Angelo,2RcanAJpudPNDkyIe9DzKS,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['indie soul', 'neo soul', 'soul']",0.638,0.395,E,-11.299,0.1,0.724,0.569,0.0761,0.316,78.516,1
(Sittin' On) the Dock of the Bay,Otis Redding,3zBhihYUHBmGd2bcQIobrF,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['classic soul', 'memphis soul', 'soul', 'soul blues', 'southern soul', 'vocal jazz']",0.769,0.367,D,-11.226,0.0312,0.684,1.62e-05,0.081,0.535,103.621,1
Our House,"Crosby, Stills, Nash & Young",2hitsKa8SthKhRJBXUHbIv,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'supergroup']",0.592,0.205,A,-14.601,0.048,0.896,5.46e-05,0.119,0.378,140.282,0
Pink + White,Frank Ocean,3xKsf9qdS1CyvXSMEid6g8,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['lgbtq+ hip hop', 'neo soul']",0.545,0.545,A,-7.362,0.107,0.667,5.48e-05,0.417,0.549,159.94,0
Sweet Life,Frank Ocean,6fbjdXZNtoAJbJZUeT87Ii,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['lgbtq+ hip hop', 'neo soul']",0.479,0.558,B,-6.074,0.179,0.227,0.0,0.0808,0.8,83.465,0
Wouldn't It Be Nice,The Beach Boys,2Gy7qnDwt8Z3MNxqat4CsK,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",0.392,0.629,F,-7.056,0.0335,0.718,3.76e-06,0.129,0.72,124.511,0
God Only Knows - Remastered 1999,The Beach Boys,0xb6220jAyOgKwukn1VxZ8,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",0.517,0.421,A,-10.772,0.0321,0.252,0.0,0.0933,0.447,117.198,0
Eleanor Rigby,Sarah Vaughan,08I9J3lVWCWiaZCRyHcFtg,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['jazz', 'torch song', 'vocal jazz']",0.744,0.469,B,-11.409,0.0365,0.543,0.05,0.182,0.685,109.408,1
I Have Been In You,Frank Zappa,0Zf5O0qCYrq9rjzGZUjnkv,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['art rock', 'blues rock', 'experimental', 'instrumental rock', 'jazz fusion', 'jazz rock', 'progressive rock', 'psychedelic rock', 'symphonic rock', 'zolo']",0.378,0.448,A,-11.701,0.047,0.274,4.88e-06,0.832,0.545,94.161,0
Locket,Crumb,26AhgCPP2OKAnF4AyBf2Kg,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,['neo-psychedelic'],0.393,0.481,C#,-10.462,0.0273,0.758,0.73,0.0869,0.0763,98.462,0
Perdido na Variante,Conjunto Corona,5W8KCXBUI1V86xI0SWJdyM,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['hip hop tuga', 'portuguese rock', 'rap portuense']",0.714,0.43,B,-10.631,0.221,0.701,0.113,0.602,0.239,168.96,1
187 no Bloco,Conjunto Corona,5oX7LksX86Uhz6LW5Yy5cJ,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['hip hop tuga', 'portuguese rock', 'rap portuense']",0.844,0.762,F#,-6.213,0.0504,0.146,0.643,0.157,0.81,99.979,1
The New Workout Plan,Kanye West,1Vp4St7JcXaUoJcIahtf3L,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['chicago rap', 'hip hop', 'rap']",0.704,0.792,D,-4.831,0.198,0.00981,0.0,0.365,0.646,118.022,1
Dean Town,Vulfpeck,1oOD1pV43cV9sHg97aBdLs,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['ann arbor indie', 'funk rock', 'instrumental funk']",0.796,0.608,B,-10.936,0.041,0.499,0.887,0.0979,0.907,108.756,1
Disco Ulysses (Instrumental),Vulfpeck,608uL3XBV8f2MHKNgm32Y3,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['ann arbor indie', 'funk rock', 'instrumental funk']",0.74,0.707,G#,-10.464,0.0539,0.0422,0.888,0.0909,0.969,133.715,1
Danza de Vision,Nicola Cruz,00GwxMge3vIOMeV43Erckc,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['ecuadorian indie', 'latintronica', 'organic electronic']",0.951,0.567,A#,-10.948,0.283,0.446,0.138,0.106,0.676,107.007,1
Terra Firme,Benjamim,2ND7CE71CPdPrh2PfRn0NK,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['portuguese indie', 'portuguese rock']",0.638,0.497,B,-12.199,0.0375,0.258,0.0137,0.0722,0.717,97.195,1
Chocolate,Ana Frango Elétrico,6cz49JYNfdxhDs3NSCIapt,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['brazilian experimental', 'nova musica carioca']",0.39,0.589,A,-6.126,0.053,0.29,2.61e-05,0.13,0.409,178.38,0
Some Kind of Game,Against All Logic,6IUwqxuZSJsS7rJl41O7Ev,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['electronica', 'experimental hip hop']",0.812,0.659,G#,-5.145,0.056,0.153,0.764,0.111,0.278,127.004,1
Juice,Lizzo,6EMWT7sZBvG0oxdh9KXbb4,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",0.767,0.889,G,-2.988,0.0963,0.00611,0.0,0.402,0.843,119.93,1
Carefree,Mick Jenkins,0Eq2AzJQNwxf5FsLYBjitC,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['alternative hip hop', 'alternative r&b', 'chicago rap', 'conscious hip hop', 'drill', 'hip hop', 'underground hip hop']",0.873,0.457,B,-11.558,0.0451,0.288,1.12e-06,0.093,0.74,137.543,1
Let's Stay Together,Al Green,63xdwScd1Ai1GigAwQxE8y,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",0.756,0.401,G,-10.702,0.0526,0.582,0.011,0.0541,0.514,101.954,1
I Can Change,LCD Soundsystem,2073QOEC8rBtSyTsRyaWiP,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",0.644,0.73,C#,-6.565,0.0287,0.00215,0.00178,0.233,0.695,116.981,1
Lovely Day,Bill Withers,0bRXwKfigvpKZUurwqAlEh,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['classic soul', 'funk', 'quiet storm', 'soul']",0.692,0.651,A,-8.267,0.0324,0.292,0.00241,0.105,0.706,97.923,1
Chronic Sunshine,Cosmo Pyke,2RGe02P8xxSF9syj0ltPjX,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,['uk contemporary r&b'],0.431,0.773,D,-5.002,0.0636,0.0264,0.0,0.348,0.504,111.387,0
Razzamatazz,Quincy Jones,3QVrHveKwEblqYStYJbNop,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,['soul jazz'],0.835,0.478,G,-13.67,0.051,0.15,0.000434,0.0519,0.83,120.169,1
Mafiosa (feat. Caroliina),Lartiste,0WxiQqTcK3ZErx2mMWgtm6,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['french hip hop', 'pop urbaine']",0.867,0.724,F#,-4.266,0.0978,0.258,0.0,0.0527,0.757,128.97,1
Reach Out,Marc Rebillet,5WKs5nHNseedSb4tJMPU8J,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,No Genre,0.819,0.625,A#,-7.406,0.0705,0.0107,0.146,0.133,0.961,132.995,1
Molasses,Hiatus Kaiyote,2m6knc5tEfzVYwGY6GlCPm,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['alternative r&b', 'australian r&b', 'indie soul', 'shiver pop']",0.554,0.443,G,-7.461,0.211,0.185,1.92e-05,0.16,0.483,83.892,0
Dancin' Fool,Frank Zappa,6tCk1N85t6h4v1xXI6o0Ad,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['art rock', 'blues rock', 'experimental', 'instrumental rock', 'jazz fusion', 'jazz rock', 'progressive rock', 'psychedelic rock', 'symphonic rock', 'zolo']",0.547,0.644,D,-9.417,0.147,0.412,2.72e-06,0.517,0.546,132.872,0
Bobby Brown Goes Down,Frank Zappa,4tSTpnw8UYNlroCEo774tm,anaserrogomes,6FFL1eEImfMfdvDiWJKlL7,"['art rock', 'blues rock', 'experimental', 'instrumental rock', 'jazz fusion', 'jazz rock', 'progressive rock', 'psychedelic rock', 'symphonic rock', 'zolo']",0.594,0.565,C,-10.249,0.175,0.245,0.0,0.123,0.755,136.507,0
