track_name,track_artist,track_id,user_id,playlist_id,genres,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,duration_ms,popularity_binary
Dämmerung,Yin Kalle,6FAG02Sxjz8nsZd85Q00vq,Rafa,6F5Al1xEhg8JFX2GQRbegd,"['german cloud rap', 'german hip hop', 'german trap']",0.831,0.491,F,-8.827,0.26,0.506,1.6e-05,0.162,0.734,84.988,26,153590,0
Samba (feat. Monk),Yin Kalle,1YtC9SM7TJyghZ0aQOGitk,Rafa,6F5Al1xEhg8JFX2GQRbegd,"['german cloud rap', 'german hip hop', 'german trap']",0.783,0.616,F#,-7.507,0.139,0.131,0.0804,0.121,0.563,179.908,22,172512,0
Bequem,makko,3afBNAR4krE2HpX8iw7WFE,Rafa,6F5Al1xEhg8JFX2GQRbegd,['german hip hop'],0.762,0.283,G,-14.955,0.123,0.284,0.554,0.134,0.0599,120.044,48,204300,1
Wein,makko,06Mfzb2KecNGKlKojn1mtq,Rafa,6F5Al1xEhg8JFX2GQRbegd,['german hip hop'],0.649,0.326,A#,-13.537,0.298,0.413,0.0096,0.0922,0.134,71.009,62,135231,1
Weißwein & Pappbecher,Ski Aggu,3sFqd1tsrvuHE9ToJeif8L,Rafa,6F5Al1xEhg8JFX2GQRbegd,['german hip hop'],0.765,0.397,F#,-11.603,0.276,0.612,0.00143,0.104,0.138,99.949,41,172800,0
Blumé,Yung Hurn,2XCCjSTSCED2f46cfI5nvK,Rafa,6F5Al1xEhg8JFX2GQRbegd,"['cloud rap', 'german cloud rap', 'german hip hop', 'phonk']",0.956,0.292,C#,-5.98,0.279,0.303,0.0,0.0874,0.656,104.003,52,140255,1
Ponny,Yung Hurn,2v9mkWbudA9g01HcSlkDI6,Rafa,6F5Al1xEhg8JFX2GQRbegd,"['cloud rap', 'german cloud rap', 'german hip hop', 'phonk']",0.968,0.675,F,-9.248,0.309,0.334,0.000141,0.0883,0.532,130.004,60,162600,1
Gürtel offen,Yin Kalle,5C6FWyE8RFZseyH6T6bWQy,Rafa,6F5Al1xEhg8JFX2GQRbegd,"['german cloud rap', 'german hip hop', 'german trap']",0.909,0.448,F,-13.955,0.203,0.314,0.0,0.0887,0.828,149.94,0,81600,0
Doppel K,KASIMIR1441,67CLhCQPd8uKRpYe8zVe2r,Rafa,6F5Al1xEhg8JFX2GQRbegd,"['german alternative rap', 'german hip hop', 'tekk']",0.929,0.332,C,-13.481,0.486,0.0524,6e-05,0.12,0.149,112.019,40,139285,0
Kein Plug,jaynbeats,4p3RGPQPpdwOmu4HB5RN2o,Rafa,6F5Al1xEhg8JFX2GQRbegd,"['german cloud rap', 'german trap']",0.963,0.461,E,-6.711,0.189,0.0188,1.87e-05,0.0784,0.777,110.002,34,135771,0
Zeichen,youngubahn,3rocc0JMPZ2PkvARUtrM18,Rafa,6F5Al1xEhg8JFX2GQRbegd,No Genre,0.935,0.596,D,-8.072,0.259,0.16,0.0,0.0285,0.763,139.97,30,125169,0
2=1,skrt cobain,1ba2xlHxpgffi8G6RSNlQX,Rafa,6F5Al1xEhg8JFX2GQRbegd,['german trap'],0.831,0.738,F,-6.97,0.0979,0.0703,0.000112,0.14,0.731,85.044,29,127226,0
Parfum,skrt cobain,7BhCZOUjvSyWaWQPcpTZma,Rafa,6F5Al1xEhg8JFX2GQRbegd,['german trap'],0.735,0.721,C#,-6.709,0.0974,0.258,0.000212,0.125,0.388,81.508,37,156264,0
Ich Will Dich,Sadi,09yFQ5pKlbaOHVD9MyQ0QC,Rafa,6F5Al1xEhg8JFX2GQRbegd,['german trap'],0.753,0.483,F#,-8.371,0.228,0.00441,4.4e-05,0.102,0.12,176.033,0,146000,0
Lobby Freestyle,Ocboyblau,4YVaJr01p3zwsB274zRu85,Rafa,6F5Al1xEhg8JFX2GQRbegd,No Genre,0.765,0.366,G#,-12.092,0.31,0.287,3.99e-06,0.096,0.54,176.028,51,130912,1
Dinsdag,Vieze Asbak,5EI94cNPh81RIh1NZy5qqR,Rafa,6F5Al1xEhg8JFX2GQRbegd,['meme'],0.943,0.642,F,-7.029,0.112,0.317,0.467,0.108,0.263,126.985,43,162997,0
Aubergine,morten,53X3aYnHsfHFWjwqnRvdKM,Rafa,6F5Al1xEhg8JFX2GQRbegd,['german cloud rap'],0.785,0.411,A#,-11.727,0.166,0.163,0.0,0.151,0.518,145.856,20,134794,0
Bamba (feat. Aitch & BIA),Luciano,7nFJSfGvvV0WjatTZN6QYi,Rafa,6F5Al1xEhg8JFX2GQRbegd,"['german drill', 'german hip hop']",0.798,0.806,A#,-5.841,0.355,0.145,0.0,0.13,0.82,138.082,69,203255,1
Ist Skatepark trocken?,Johaier,6gNIPd8TbMzOTCr1EITzI1,Rafa,6F5Al1xEhg8JFX2GQRbegd,No Genre,0.768,0.442,C#,-13.819,0.501,0.442,0.0,0.116,0.392,79.386,35,121561,0
Feine Kost,viko63,0Bv8bLANxTxBJRdnXGrdeW,Rafa,6F5Al1xEhg8JFX2GQRbegd,No Genre,0.937,0.518,A,-11.097,0.109,0.121,0.00336,0.0738,0.774,132.009,0,90585,0
Dachfenster,01099,3U5sxsSH468by55IwcTnLA,Rafa,6F5Al1xEhg8JFX2GQRbegd,['german hip hop'],0.885,0.618,B,-8.45,0.0762,0.304,0.000638,0.172,0.325,114.979,57,176917,1
Egal,Tymout,0erTqHzIL06Gt3oObTBHUx,Rafa,6F5Al1xEhg8JFX2GQRbegd,No Genre,0.501,0.717,G#,-10.862,0.0629,0.442,4.33e-05,0.11,0.496,74.489,16,154402,0
OK cool,Yung Hurn,5hGMe2A4ZNfDzEACyfjTx2,Rafa,6F5Al1xEhg8JFX2GQRbegd,"['cloud rap', 'german cloud rap', 'german hip hop', 'phonk']",0.886,0.505,C,-7.198,0.292,0.254,0.471,0.111,0.464,77.5,48,174293,1
Eisblock,Yung Hurn,0nO7Qwb13ypa8Tjvb7rOTO,Rafa,6F5Al1xEhg8JFX2GQRbegd,"['cloud rap', 'german cloud rap', 'german hip hop', 'phonk']",0.795,0.572,F,-5.616,0.198,0.129,0.347,0.175,0.425,75.487,63,183512,1
Anders,01099,5TYmnScjaRecWuBqEaA7S5,Rafa,6F5Al1xEhg8JFX2GQRbegd,['german hip hop'],0.743,0.809,G#,-7.924,0.214,0.527,0.632,0.102,0.342,75.035,69,155020,1
Pain,PinkPantheress,7CIERzyqIwLVKGp00YbHRO,Rafa,3gqjKsvOVR5m6Di83Q2uZx,['bedroom pop'],0.829,0.617,C#,-8.497,0.14,0.227,0.00306,0.0618,0.81,125.605,68,98544,1
蒼南夜語,Gatsby in a Daze,7gLlnhciD1X6chsbKJLCcY,Rafa,3gqjKsvOVR5m6Di83Q2uZx,"['sinogaze', 'southern china indie']",0.291,0.674,B,-6.215,0.0291,0.467,0.294,0.136,0.541,87.073,25,324894,0
Formosan Dream,Prairie WWWW,2Q91NmnF10K5nhlttYgx7t,Rafa,3gqjKsvOVR5m6Di83Q2uZx,"['experimental folk', 'taiwan experimental', 'taiwan indie']",0.316,0.524,G,-11.635,0.0792,0.664,0.161,0.28,0.0943,94.993,13,220000,0
Nothing's Wrong It's Always Wrong,Super Napkin,2tcYlcIEnrbgTGj2nYJsuB,Rafa,3gqjKsvOVR5m6Di83Q2uZx,['sinogaze'],0.379,0.503,A,-11.082,0.045,0.000875,0.845,0.105,0.118,98.031,4,524129,0
Half-full,我是機車少女,58cW9ppOLcB7PK2uvOJvNj,Rafa,3gqjKsvOVR5m6Di83Q2uZx,['taiwan indie'],0.677,0.486,C,-9.132,0.0281,0.162,0.021,0.125,0.666,95.045,40,269271,0
海女,漂流出口,2tHgCqdKUWx8DElAxYbBYk,Rafa,3gqjKsvOVR5m6Di83Q2uZx,['taiwan rock'],0.354,0.656,A,-6.695,0.0402,0.0531,0.00936,0.0618,0.326,144.549,0,431651,0
A Nambra,Mong Tong,5VVM5EX9i5rDvbyHHogoYb,Rafa,3gqjKsvOVR5m6Di83Q2uZx,"['taiwan electronic', 'taiwan experimental']",0.631,0.888,C#,-10.037,0.19,0.00328,0.478,0.111,0.708,117.017,29,330500,0
Safu,Kalbata,3ZRAxNPPSv8yhWDDVU4UfU,Rafa,3gqjKsvOVR5m6Di83Q2uZx,['israeli techno'],0.577,0.646,D,-9.884,0.0408,0.106,0.948,0.103,0.728,165.034,7,474631,0
Roygbiv,Boards of Canada,2XQSgmtEY2titXhfY414dy,Rafa,3gqjKsvOVR5m6Di83Q2uZx,"['electronica', 'indietronica', 'intelligent dance music', 'scottish electronic', 'trip hop']",0.631,0.521,E,-10.312,0.063,0.0201,0.923,0.103,0.118,84.033,0,151520,0
Mi Xin,Mong Tong,74xzsyTawHRYOTpB0ath9E,Rafa,3gqjKsvOVR5m6Di83Q2uZx,"['taiwan electronic', 'taiwan experimental']",0.363,0.504,D#,-13.657,0.0429,0.368,0.881,0.157,0.318,155.576,0,313000,0
CATS,Leah Dou,59w2I8oIH0j3Uw8rogY01a,Rafa,3gqjKsvOVR5m6Di83Q2uZx,"['chinese indie', 'chinese indie pop']",0.488,0.534,G#,-9.976,0.0763,0.256,0.795,0.187,0.514,119.922,29,273373,0
最後の楽園,Haruomi Hosono,3Q59MwvTzZveZTNunIQY1x,Rafa,3gqjKsvOVR5m6Di83Q2uZx,"['classic j-rock', 'japanese folk', 'japanese psychedelic', 'japanese singer-songwriter', 'japanese soundtrack', 'proto-techno']",0.566,0.487,F,-11.987,0.033,0.634,0.959,0.195,0.285,80.505,47,243000,1
I Lay In Bed,Room307,7dfGlbOaybVIV2sSlnUl2Q,Rafa,3gqjKsvOVR5m6Di83Q2uZx,['hong kong indie'],0.723,0.36,G,-14.05,0.0313,0.952,0.66,0.114,0.187,129.879,27,215095,0
Dogs and Ducks,tricot,6XANNQ4GfMK8fubNkEcYzI,Rafa,3gqjKsvOVR5m6Di83Q2uZx,"['japanese math rock', 'japanese post-rock', 'math rock']",0.522,0.828,G,-4.074,0.036,8.72e-05,0.078,0.0611,0.787,100.245,36,161240,0
The Mission,Bakar,4CGORuRtjSK6xMy8s1VvSS,Rafa,3gqjKsvOVR5m6Di83Q2uZx,['uk alternative hip hop'],0.708,0.437,A#,-6.982,0.0807,0.188,0.0,0.0976,0.393,94.053,57,191478,1
Niente Di Strano,Giorgio Poi,2cs75OjrIrEc05EMUMG3dv,Rafa,34gqe6QvYYR9gj7ahjzTfT,"['italian alternative', 'italian indie pop', 'rome indie']",0.643,0.716,B,-5.36,0.0304,0.149,0.0,0.0698,0.853,155.092,35,214840,0
Paracadute,Giorgio Poi,5Lq6BzHqzo47FzKXHU2hDX,Rafa,34gqe6QvYYR9gj7ahjzTfT,"['italian alternative', 'italian indie pop', 'rome indie']",0.226,0.668,F#,-7.841,0.047,0.786,0.0188,0.308,0.161,84.052,23,353106,0
Le Foto Non Me Le Fai Mai,Giorgio Poi,5Y3ZGPrwquVEtHGrhvrWpW,Rafa,34gqe6QvYYR9gj7ahjzTfT,"['italian alternative', 'italian indie pop', 'rome indie']",0.522,0.792,A,-5.652,0.0379,0.00783,1.09e-06,0.247,0.852,154.05,24,180186,0
Missili,Frah Quintale,0Mdu7tbHAeYBRrxgtouTvH,Rafa,34gqe6QvYYR9gj7ahjzTfT,"['italian hip hop', 'italian indie pop', 'italian pop', 'milan indie']",0.706,0.683,E,-5.402,0.105,0.443,0.0,0.313,0.676,90.039,39,195349,0
Le Chiavi In Borsa,Willie Peyote,44TOxFU2J2QsIHwov9eU5c,Rafa,34gqe6QvYYR9gj7ahjzTfT,"['italian alternative', 'italian indie pop', 'italian pop', 'rap napoletano', 'turin indie']",0.571,0.709,C#,-7.129,0.0929,0.583,1.49e-06,0.0774,0.613,102.728,53,168786,1
Gaetano,Calcutta ,48Nh04YgUsE4b5V3y9sIdD,Rafa,34gqe6QvYYR9gj7ahjzTfT,"['italian adult pop', 'italian pop', 'rome indie']",0.609,0.483,C,-7.778,0.0287,0.752,3.96e-06,0.264,0.254,139.908,66,242320,1
Cosa mi manchi a fare,Calcutta ,7L8cIUKXToCr6PV9hFoX3Q,Rafa,34gqe6QvYYR9gj7ahjzTfT,"['italian adult pop', 'italian pop', 'rome indie']",0.79,0.471,C,-7.286,0.0311,0.214,1.4e-06,0.0632,0.746,117.038,71,169306,1
Paracetamolo,Calcutta ,4OQ1G3dyVx0SPUzBiWCNat,Rafa,34gqe6QvYYR9gj7ahjzTfT,"['italian adult pop', 'italian pop', 'rome indie']",0.634,0.452,B,-6.387,0.0301,0.0642,0.0,0.236,0.383,143.075,67,178053,1
La canzone del pane - Cover Version,Various Artists,2PqWtLa2fdkepYHMTs1Xue,Rafa,34gqe6QvYYR9gj7ahjzTfT,No Genre,0.644,0.51,A,-7.176,0.0457,0.744,0.0,0.321,0.601,113.351,48,106926,1
Blind,Hercules & Love Affair,7rWS1umX04r7zzWnGNDu8w,Rafa,37Ap2S8PezPt8ohgq7zMS9,"['alternative dance', 'electronica', 'indietronica', 'neo-synthpop', 'new rave']",0.708,0.931,A,-6.052,0.0328,0.00388,0.000656,0.0392,0.594,118.588,52,376973,1
Surf Rider,The Lively Ones,7sOBuRK26Ov7CR5fRSR7Om,Rafa,37Ap2S8PezPt8ohgq7zMS9,['surf music'],0.556,0.547,A,-13.264,0.0284,0.0597,0.788,0.107,0.817,141.437,57,198320,1
These Boots Are Made For Walkin',The Legendary Tigerman,2G35I5lsee9bQYsevngYdS,Rafa,37Ap2S8PezPt8ohgq7zMS9,"['portuguese indie rock', 'portuguese rock']",0.767,0.624,B,-8.104,0.0435,0.168,0.105,0.298,0.36,124.026,30,221653,0
Blue Monday '88,New Order,31MOjWj3CT3dCQsMV2b8Wu,Rafa,37Ap2S8PezPt8ohgq7zMS9,"['alternative rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'permanent wave', 'post-punk', 'synthpop', 'uk post-punk']",0.681,0.893,G,-8.485,0.0378,6.47e-05,0.383,0.0626,0.951,130.475,69,244720,1
Pump Up The Jam,Technotronic,21qnJAMtzC6S5SESuqQLEK,Rafa,37Ap2S8PezPt8ohgq7zMS9,"['eurodance', 'hip house', 'new beat', 'synthpop']",0.885,0.844,A#,-9.225,0.0733,0.0147,4.49e-06,0.0494,0.715,124.602,72,320306,1
I Can Change,LCD Soundsystem,2073QOEC8rBtSyTsRyaWiP,Rafa,37Ap2S8PezPt8ohgq7zMS9,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",0.644,0.73,C#,-6.565,0.0287,0.00215,0.00178,0.233,0.695,116.981,61,352003,1
Have Love Will Travel - Live at The 100 Club,The Jaded Hearts Club,2qi0qMQF229UceJ2WgLEb9,Rafa,37Ap2S8PezPt8ohgq7zMS9,['modern rock'],0.394,0.969,A#,-3.73,0.0421,3.42e-05,0.00333,0.777,0.833,137.083,0,163477,0
Karmacoma,Massive Attack,46bTgJAQkrkNRxMuFnpRyD,Rafa,37Ap2S8PezPt8ohgq7zMS9,"['downtempo', 'electronica', 'trip hop']",0.801,0.536,B,-14.334,0.224,0.00545,0.183,0.204,0.667,141.068,58,316440,1
The House of the Rising Sun,The Animals,3TETmhGNWOcquUTtcr6RIR,Rafa,37Ap2S8PezPt8ohgq7zMS9,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'protopunk', 'psychedelic rock', 'rock']",0.316,0.484,A,-9.11,0.0308,0.000334,0.00445,0.0912,0.299,117.363,61,269906,1
Lust For Life,Iggy Pop,21YxK0klhpfLW8budkJaMF,Rafa,37Ap2S8PezPt8ohgq7zMS9,"['alternative rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",0.383,0.97,A,-5.638,0.0435,0.0276,0.0,0.0942,0.62,101.603,66,313925,1
One Drop,Public Image Ltd.,5vQZGiUCPlqeUPt9cvwV7j,Rafa,37Ap2S8PezPt8ohgq7zMS9,"['alternative rock', 'new romantic', 'new wave', 'post-punk', 'punk', 'uk post-punk']",0.732,0.486,E,-9.846,0.115,0.00387,3.95e-05,0.116,0.614,138.004,31,291186,0
Loaded - Andy Weatherall Mix,Primal Scream,7zxDWJtcsVvXsbMBxxbSba,Rafa,37Ap2S8PezPt8ohgq7zMS9,"['alternative rock', 'britpop', 'dance rock', 'scottish indie']",0.621,0.544,G#,-14.754,0.0514,9.23e-05,0.579,0.889,0.885,91.147,54,421906,1
Burning Down the House,Talking Heads,2VNfJpwdEQBLyXajaa6LWT,Rafa,37Ap2S8PezPt8ohgq7zMS9,"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",0.779,0.87,F,-13.141,0.0574,0.00644,0.0107,0.0399,0.555,102.689,68,241920,1
This Is the Day,The The,3zf2eLN9Yf8ayZO5cn4Xh5,Rafa,37Ap2S8PezPt8ohgq7zMS9,"['new romantic', 'new wave', 'post-punk', 'uk post-punk']",0.576,0.703,A#,-10.913,0.0486,0.0237,0.0013,0.0752,0.684,141.567,62,296333,1
London Calling,The Clash,124Y9LPRCAz3q2OP0iCvcJ,Rafa,37Ap2S8PezPt8ohgq7zMS9,"['alternative rock', 'permanent wave', 'punk', 'rock']",0.654,0.799,C,-6.92,0.0501,0.0706,0.0,0.0844,0.755,133.731,58,199733,1
Comment te dire adieu - Remasterisé en 2016,Françoise Hardy,6g5qyQrAcoBX4X7XjxBoTO,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'ye ye']",0.711,0.586,A#,-9.78,0.0514,0.435,6.48e-06,0.15,0.931,124.058,66,148506,1
"Et moi, et moi, et moi",Jacques Dutronc,1JzVqNkx9nXBxZS0vNsKZx,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'ye ye']",0.673,0.667,A,-5.904,0.0418,0.056,0.0,0.215,0.83,168.86,35,172640,0
J'aime les filles,Jacques Dutronc,196fYCjVMKAQb8uwOWxpUo,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'ye ye']",0.623,0.456,A,-6.408,0.0362,0.635,1.31e-06,0.175,0.766,121.444,54,177946,1
"Il est cinq heures, Paris s'éveille",Jacques Dutronc,2CLeotsLhEUu0qkj56vbUj,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'ye ye']",0.54,0.629,A,-10.171,0.0325,0.5,0.0,0.158,0.749,139.859,56,175333,1
Comme un boomerang,Serge Gainsbourg,2X4DXoCI04FT2XmZK77YbR,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'french rock']",0.573,0.79,G,-7.684,0.0343,0.00653,0.541,0.144,0.579,115.673,50,160440,1
"L'hôtel particulier - Bande originale du film ""Melody Nelson""",Serge Gainsbourg,24jVVZSHHuwnIWJnfp8ILY,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'french rock']",0.702,0.273,A,-16.442,0.0563,0.0439,0.644,0.0936,0.456,127.177,9,245960,0
Le temps de l'amour,Françoise Hardy,6rqUOLt9dpfMANLMKTzoWj,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'ye ye']",0.586,0.412,G#,-10.116,0.0334,0.798,0.0,0.152,0.706,132.199,66,144826,1
"On nous cache tout, on nous dit rien",Jacques Dutronc,12XVQntifdwWoFuG7wAOCz,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'ye ye']",0.368,0.92,F,-4.707,0.128,0.000333,0.0,0.0915,0.795,181.937,22,152626,0
Les cactus,Jacques Dutronc,1X3rIaLi9dB8QA9jXBz6lk,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'ye ye']",0.454,0.884,E,-4.241,0.0568,0.00036,0.003,0.0356,0.819,123.014,34,158880,0
Les playboys,Jacques Dutronc,7IW62TL62Bl8iENg08JhrB,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'ye ye']",0.678,0.546,A,-6.741,0.0387,0.661,0.0,0.0953,0.718,111.249,36,188960,0
L'espace d'une fille,Jacques Dutronc,3jKNL1nNotHca2IDYtklsj,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'ye ye']",0.556,0.571,D,-10.669,0.0256,0.23,0.000278,0.121,0.673,105.943,26,165306,0
La fille du Père Noël,Jacques Dutronc,3fIoE5Z7VT8PQbNgZdBeuN,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'ye ye']",0.721,0.525,E,-10.347,0.0707,0.396,1.61e-06,0.0564,0.922,61.691,34,156733,0
Oh oh chéri,Françoise Hardy,0SDEi2w2vSb1pTtkgoApk2,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'ye ye']",0.794,0.41,C#,-10.917,0.0395,0.692,2.67e-05,0.0892,0.901,92.078,44,139533,0
Le poinçonneur des Lilas,Serge Gainsbourg,4FpA7X9xYFYHVvhmTgcJhb,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'french rock']",0.56,0.372,E,-14.446,0.179,0.698,0.0,0.198,0.773,158.217,46,163106,1
7 heures du matin,Jacqueline Taieb,4CeHrAL1fGUi94RIk3Z2H2,Rafa,61k9ZVoQLFxtcReXm8Clxn,['ye ye'],0.57,0.586,C,-7.24,0.0335,0.135,0.000288,0.316,0.748,61.073,50,136933,1
Black Trombone,Serge Gainsbourg,5D3Lo6FozaIKCmdO4JwUIU,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'french rock']",0.671,0.353,A,-14.028,0.0472,0.546,3.45e-06,0.107,0.31,126.655,44,156466,0
Les Champs-Elysées,Joe Dassin,4VWbPQUPvLes814r6T11Jz,Rafa,61k9ZVoQLFxtcReXm8Clxn,"['chanson', 'chanson paillarde']",0.783,0.454,E,-8.251,0.0489,0.456,0.0,0.155,0.711,111.577,67,157626,1
Everyday Robots,Damon Albarn,2dLL8ikM6GXMhKX39c12zN,Rafa,2MsVQ8D76Env146biYvIGF,"['downtempo', 'solo wave']",0.62,0.311,C,-12.299,0.0454,0.812,9.88e-05,0.172,0.461,138.903,40,239496,0
Hostiles,Damon Albarn,7yg0uyelbPeGYeVxjRqjPx,Rafa,2MsVQ8D76Env146biYvIGF,"['downtempo', 'solo wave']",0.581,0.477,C#,-11.343,0.0322,0.506,0.162,0.0983,0.335,100.024,37,249573,0
Lonely Press Play,Damon Albarn,5lEIBqvpZEGhjMg8rdVKeg,Rafa,2MsVQ8D76Env146biYvIGF,"['downtempo', 'solo wave']",0.759,0.315,G,-13.955,0.0961,0.293,3.88e-05,0.0984,0.547,129.956,41,222760,0
Mr Tembo,Damon Albarn,5oLOgSExVFBBzYTXVblcwu,Rafa,2MsVQ8D76Env146biYvIGF,"['downtempo', 'solo wave']",0.744,0.555,C,-9.933,0.166,0.182,0.0,0.666,0.833,92.084,44,223840,0
Parakeet,Damon Albarn,5D8WkUTnyX3QuExy9oJlbI,Rafa,2MsVQ8D76Env146biYvIGF,"['downtempo', 'solo wave']",0.794,0.19,C,-17.167,0.586,0.926,0.159,0.0963,0.257,63.931,30,43360,0
The Selfish Giant,Damon Albarn,06cCNvDC89aT8m6J5VCmpv,Rafa,2MsVQ8D76Env146biYvIGF,"['downtempo', 'solo wave']",0.622,0.313,A#,-12.668,0.0311,0.797,0.837,0.0976,0.222,114.001,38,287653,0
Hollow Ponds,Damon Albarn,2aRIH8e5e4Lx0hsCU86J3w,Rafa,2MsVQ8D76Env146biYvIGF,"['downtempo', 'solo wave']",0.62,0.414,A#,-13.346,0.037,0.241,0.229,0.697,0.362,139.099,30,299800,0
Seven High,Damon Albarn,0NFlpF08bWMko96LlUVTKH,Rafa,2MsVQ8D76Env146biYvIGF,"['downtempo', 'solo wave']",0.55,0.235,A,-18.849,0.047,0.968,0.235,0.0962,0.19,84.88,30,60173,0
Photographs (You Are Taking Now),Damon Albarn,3YKzOayX42YJwpaVlpG5H0,Rafa,2MsVQ8D76Env146biYvIGF,"['downtempo', 'solo wave']",0.447,0.211,F#,-18.228,0.0631,0.686,0.00754,0.338,0.148,130.841,30,283786,0
The History of a Cheating Heart,Damon Albarn,3VGcm8ZgGOWxdzu4fwCoKA,Rafa,2MsVQ8D76Env146biYvIGF,"['downtempo', 'solo wave']",0.505,0.143,G,-18.061,0.0368,0.936,0.0233,0.0956,0.121,104.325,29,240480,0
Heavy Seas of Love,Damon Albarn,6lv4dGJ47PpsLGqVwG4Vp9,Rafa,2MsVQ8D76Env146biYvIGF,"['downtempo', 'solo wave']",0.751,0.402,D,-10.86,0.0307,0.749,0.0,0.123,0.366,104.039,38,224900,0
(The Ripe & Ruin),alt-J,78vuWQazq1D8Gx8w6xb03s,Rafa,2MsVQ8D76Env146biYvIGF,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.613,0.122,D,-13.797,0.464,0.877,0.0,0.11,0.335,178.89,0,72080,0
Tessellate,alt-J,1EbacZvcixTCTzBcJfaua2,Rafa,2MsVQ8D76Env146biYvIGF,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.683,0.613,D,-6.478,0.0433,0.378,0.0424,0.119,0.42,116.911,0,182666,0
(Guitar),alt-J,0qtFh6B9ViUyHVwdJCdGZZ,Rafa,2MsVQ8D76Env146biYvIGF,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.486,0.0948,D,-27.674,0.0406,0.962,0.948,0.37,0.357,116.059,0,77400,0
Something Good,alt-J,4JVSkSJAKbSlwkSepkXcK6,Rafa,2MsVQ8D76Env146biYvIGF,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.68,0.588,G,-10.36,0.0296,0.728,0.499,0.0791,0.521,108.994,0,218240,0
Dissolve Me,alt-J,2vNmPvzN8fgyhJG5nKfbt8,Rafa,2MsVQ8D76Env146biYvIGF,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.39,0.618,D,-8.14,0.0409,0.0914,0.0594,0.0835,0.115,105.585,0,239013,0
Matilda,alt-J,4qx6KUiBAsuZB9ubcreapu,Rafa,2MsVQ8D76Env146biYvIGF,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.581,0.675,D,-9.208,0.0299,0.787,0.4,0.116,0.276,147.982,0,228706,0
Ms,alt-J,2mgHmwedtYW8Cfu5tIYXEY,Rafa,2MsVQ8D76Env146biYvIGF,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.584,0.414,F,-11.461,0.0361,0.875,0.0299,0.0716,0.0666,130.923,0,238973,0
(Piano),alt-J,301OfoSuhnYsDYSrNcVCnA,Rafa,2MsVQ8D76Env146biYvIGF,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.273,0.0121,G,-32.77,0.0394,0.994,0.785,0.266,0.276,100.935,0,53600,0
Bloodflood,alt-J,4X5APgppvSErHIuORSKgT7,Rafa,2MsVQ8D76Env146biYvIGF,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.685,0.523,F#,-8.898,0.0356,0.831,0.359,0.092,0.212,130.021,0,249426,0
Taro,alt-J,36ylLzMtvJ2CItc7bN4TcF,Rafa,2MsVQ8D76Env146biYvIGF,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.35,0.476,F,-10.653,0.034,0.765,0.0039,0.0785,0.293,171.938,0,314986,0
Hand-made - (Hidden track),alt-J,7I75XsK2hw4ypl6duOprVi,Rafa,2MsVQ8D76Env146biYvIGF,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.351,0.126,A,-13.1,0.0357,0.968,0.00917,0.112,0.0414,115.444,0,157666,0
